BC:34:00:E0:00:00/28	LLDTechn	LLD Technology Ltd.
D0:5F:64:70:00:00/28	BeijingC	Beijing Core Shield Group Co., Ltd.
D0:5F:64:80:00:00/28	TytoCare	TytoCare LTD.
D0:5F:64:90:00:00/28	Shanghai	Shanghai Luying International Trade Co.,Ltd
D0:5F:64:A0:00:00/28	PartnerN	PartnerNET LTD
D0:5F:64:B0:00:00/28	NorthAme	North American Blue Tiger Company, LLC
D0:5F:64:C0:00:00/28	NanjingH	Nanjing Huamai Technology Co.,Ltd
D0:5F:64:D0:00:00/28	Shenzhen	Shenzhen Canzone Technology Co.,Ltd.
D0:5F:64:E0:00:00/28	Montblan	Montblanc-Simplo GmbH
D0:5F:B8	TexasIns	Texas Instruments
D0:5F:CE	HitachiD	Hitachi Data Systems
D0:60:8C	zte	zte corporation
D0:62:A0	ChinaEss	China Essence Technology (Zhumadian) Co., Ltd.
D0:63:4D	MeikoMas	Meiko Maschinenbau GmbH & Co. KG
D0:63:B4	SolidRun	SolidRun Ltd.
D0:65:44	Apple	Apple, Inc.
D0:65:CA	HuaweiTe	Huawei Technologies Co.,Ltd
D0:66:6D	Shenzhen	Shenzhen Bus-Lan Technology Co., Ltd.
D0:66:7B	SamsungE	Samsung Electronics Co.,Ltd
D0:67:26	HewlettP	Hewlett Packard Enterprise
D0:67:E5	Dell	Dell Inc.
D0:69:9E	LUMINEXL	LUMINEX Lighting Control Equipment
D0:69:D0	VertoMed	Verto Medical Solutions, LLC
D0:6A:1F	Bse	Bse Co.,Ltd.
D0:6D:C9	Sagemcom	Sagemcom Broadband SAS
D0:6E:DE	Sagemcom	Sagemcom Broadband SAS
D0:6F:4A	TopwellI	Topwell International Holdings Limited
D0:6F:82	HuaweiTe	Huawei Technologies Co.,Ltd
D0:71:C4	zte	zte corporation
D0:72:DC	Cisco	Cisco Systems, Inc
D0:73:7F	Mini-Cir	Mini-Circuits
D0:73:8E	DongOhPr	Dong Oh Precision Co., Ltd.
D0:73:D5	LifiLabs	Lifi Labs Management Pty Ltd
D0:75:BE	RenoA&E	Reno A&E
D0:76:50	IEEERegi	IEEE Registration Authority
D0:76:50:00:00:00/28	CentrAle	CentrAlert, Inc.
D0:76:50:10:00:00/28	DaikenAu	Daiken Automacao Ltda
D0:76:50:20:00:00/28	HappoSol	Happo Solutions Oy
D0:76:50:30:00:00/28	TAPKOTec	TAPKO Technologies GmbH
D0:76:50:40:00:00/28	Private
D0:76:50:50:00:00/28	Annapurn	Annapurna Labs
D0:76:50:60:00:00/28	Picobrew	Picobrew LLC
D0:76:50:70:00:00/28	ENCOREDT	ENCORED Technologies, Inc.
D0:76:50:80:00:00/28	Accumula	Accumulate AB
D0:76:50:90:00:00/28	Greenwav	Greenwave Scientific
D0:76:50:A0:00:00/28	InventDe	InventDesign
D0:76:50:B0:00:00/28	PelKorea
D0:76:50:C0:00:00/28	Electro-	Electro-Motive Diesel
D0:76:50:D0:00:00/28	tecnotro	tecnotron elekronik gmbh
D0:76:50:E0:00:00/28	Revox	Revox Inc.
D0:76:50:F0:00:00/28	Private
D0:76:8F	Calix	Calix Inc.
D0:76:E7	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
D0:77:14	Motorola	Motorola Mobility LLC, a Lenovo Company
D0:78:80	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
D0:7A:B5	HuaweiTe	Huawei Technologies Co.,Ltd
D0:7C:2D	LeieIOTt	Leie IOT technology Co., Ltd
D0:7D:33	HuaweiDe	Huawei Device Co., Ltd.
D0:7D:E5	ForwardP	Forward Pay Systems, Inc.
D0:7E:28	HewlettP	Hewlett Packard
D0:7E:35	IntelCor	Intel Corporate
D0:7F:A0	SamsungE	Samsung Electronics Co.,Ltd
D0:7F:C4	OuWeiTec	Ou Wei Technology Co.，Ltd. of Shenzhen City
D0:81:7A	Apple	Apple, Inc.
D0:83:D4	XtelWire	Xtel Wireless ApS
D0:84:B0	Sagemcom	Sagemcom Broadband SAS
D0:87:E2	SamsungE	Samsung Electronics Co.,Ltd
D0:88:0C	Apple	Apple, Inc.
D0:89:99	APCON	APCON, Inc.
D0:8A:55	Skullcan	Skullcandy
D0:8A:91	Technico	Technicolor CH USA Inc.
D0:8B:7E	PassifSe	Passif Semiconductor
D0:8C:B5	TexasIns	Texas Instruments
D0:8C:FF	Upwis	Upwis Ab
D0:8E:79	Dell	Dell Inc.
D0:92:00	FiRaCons	FiRa Consortium
D0:92:9E	Microsof	Microsoft Corporation
D0:92:FA	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
D0:93:80	DucereTe	Ducere Technologies Pvt. Ltd.
D0:93:F8	Stonestr	Stonestreet One LLC
D0:94:66	Dell	Dell Inc.
D0:95:C7	Pantech	Pantech Co., Ltd.
D0:96:FB	DASANNet	DASAN Network Solutions
D0:97:FE	RealmeCh	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
D0:98:9C	ConMet
D0:99:D5	Alcatel-	Alcatel-Lucent
D0:9B:05	Emtronix
D0:9C:30	FosterEl	Foster Electric Company, Limited
D0:9C:7A	XiaomiCo	Xiaomi Communications Co Ltd
D0:9C:AE	vivoMobi	vivo Mobile Communication Co., Ltd.
D0:9D:0A	Linkcom
D0:9D:AB	TCTmobil	TCT mobile ltd
D0:9F:D9	IEEERegi	IEEE Registration Authority
D0:9F:D9:00:00:00/28	LemeiInt	Lemei Intelligent IOT (Shenzhen) Co., Ltd
D0:9F:D9:10:00:00/28	elecgato	elecgator bvba
D0:9F:D9:20:00:00/28	WestarDi	Westar Display Technologies
D0:9F:D9:30:00:00/28	GSYuasaI	GS Yuasa Infrastructure Systems Co.,Ltd.
D0:9F:D9:40:00:00/28	PotenSha	Poten (Shanghai) Technology Co.,Ltd.
D0:9F:D9:50:00:00/28	CarbonMo	Carbon Mobile GmbH
D0:9F:D9:60:00:00/28	ElevocTe	Elevoc Technology Co., Ltd.
D0:9F:D9:70:00:00/28	RaymaxTe	Raymax Technology Ltd.
D0:9F:D9:80:00:00/28	Queclink	Queclink Wireless Solutions Co., Ltd.
D0:9F:D9:90:00:00/28	ENTTEC	ENTTEC Pty Ltd.
D0:9F:D9:A0:00:00/28	Eurolan	Eurolan Ltd
D0:9F:D9:B0:00:00/28	Cablewir	Cablewireless Laboratory Co., Ltd
D0:9F:D9:C0:00:00/28	FujianNe	Fujian Newland Auto-ID Tech. Co,.Ltd.
D0:9F:D9:D0:00:00/28	Shenzhen	Shenzhen eloT Technology Co.,Ltd
D0:9F:D9:E0:00:00/28	Minibems	Minibems Ltd
D0:A0:D6	ChengDuT	ChengDu TD Tech
D0:A3:11	Neuberge	Neuberger Gebäudeautomation GmbH
D0:A4:6F	ChinaDra	China Dragon Technology Limited
D0:A4:B1	Sonifex	Sonifex Ltd.
D0:A5:A6	Cisco	Cisco Systems, Inc
D0:A6:37	Apple	Apple, Inc.
D0:AB:D5	IntelCor	Intel Corporate
D0:AE:EC	AlphaNet	Alpha Networks Inc.
D0:AF:B6	LinktopT	Linktop Technology Co., LTD
D0:B0:CD	Moen
D0:B1:28	SamsungE	Samsung Electronics Co.,Ltd
D0:B2:14	PoeWit	PoeWit Inc
D0:B2:C4	Technico	Technicolor CH USA Inc.
D0:B3:3F	Shenzhen	Shenzhen TINNO Mobile Technology Corp.
D0:B4:5D	HuaweiDe	Huawei Device Co., Ltd.
D0:B4:98	RobertBo	Robert Bosch LLC Automotive Electronics
D0:B5:23	Bestcare	Bestcare Cloucal Corp.
D0:B5:3D	SeproRob	Sepro Robotique
D0:B5:C2	TexasIns	Texas Instruments
D0:B6:0A	XingluoT	Xingluo Technology Company Limited
D0:B6:6F	SernetSu	Sernet (Suzhou) Technologies Corporation
D0:BA:E4	Shanghai	Shanghai MXCHIP Information Technology Co., Ltd.
D0:BB:61	zte	zte corporation
D0:BB:80	SHLTelem	SHL Telemedicine International Ltd.
D0:BC:C1	WeifangG	Weifang Goertek Electronics Co.,Ltd
D0:BD:01	DSIntern	DS International
D0:BE:2C	CNSLink	CNSLink Co., Ltd.
D0:BF:9C	HewlettP	Hewlett Packard
D0:C0:BF	ActionsM	Actions Microelectronics Co., Ltd
D0:C1:93	Skybell	Skybell, Inc
D0:C1:B1	SamsungE	Samsung Electronics Co.,Ltd
D0:C2:4E	SamsungE	Samsung Electronics Co.,Ltd
D0:C2:82	Cisco	Cisco Systems, Inc
D0:C3:1E	JUNGJINE	JUNGJIN Electronics Co.,Ltd
D0:C3:5A	JabilCir	Jabil Circuit de Chihuahua
D0:C4:2F	Tamagawa	Tamagawa Seiki Co.,Ltd.
D0:C5:D3	AzureWav	AzureWave Technology Inc.
D0:C5:D8	Latecoer	Latecoere
D0:C5:F3	Apple	Apple, Inc.
D0:C6:37	IntelCor	Intel Corporate
D0:C6:5B	HuaweiTe	Huawei Technologies Co.,Ltd
D0:C7:89	Cisco	Cisco Systems, Inc
D0:C7:C0	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
D0:C8:57	IEEERegi	IEEE Registration Authority
D0:C8:57:00:00:00/28	YUANHigh	YUAN High-Tech Development Co., Ltd.
D0:C8:57:10:00:00/28	Dali	Dali A/S
D0:C8:57:20:00:00/28	Forgamer	Forgamers Inc.
D0:C8:57:30:00:00/28	Mobicon
D0:C8:57:40:00:00/28	IminTech	Imin Technology Pte Ltd
D0:C8:57:50:00:00/28	BeijingI	Beijing Inspiry Technology Co., Ltd.
D0:C8:57:60:00:00/28	Innovati	Innovative Industrial(HK)Co., Limited
D0:C8:57:70:00:00/28	EcoMobil	Eco Mobile
D0:C8:57:80:00:00/28	NanjingM	Nanjing Magewell Electronics Co.,Ltd
D0:C8:57:90:00:00/28	Shenzhen	Shenzhen xiaosha Intelligence Technology Co. Ltd
D0:C8:57:A0:00:00/28	shenzhen	shenzhen cnsun
D0:C8:57:B0:00:00/28	Chunghsi	Chunghsin International Electronics Co.,Ltd.
D0:C8:57:C0:00:00/28	DanteSec	Dante Security Inc.
D0:C8:57:D0:00:00/28	Iflytek	Iflytek Co.,Ltd.
D0:C8:57:E0:00:00/28	E-T-AEle	E-T-A Elektrotechnische Apparate GmbH
D0:CD:E1	Scientec	Scientech Electronics
D0:CF:5E	EnergyMi	Energy Micro AS
D0:CF:D8	HuizhouB	Huizhou Boshijie Technology Co.,Ltd
D0:D0:03	SamsungE	Samsung Electronics Co.,LTD
D0:D0:4B	HuaweiTe	Huawei Technologies Co.,Ltd
D0:D0:FD	Cisco	Cisco Systems, Inc
D0:D2:12	K2NET	K2NET Co.,Ltd.
D0:D2:3C	Apple	Apple, Inc.
D0:D2:86	BeckmanC	Beckman Coulter K.K.
D0:D2:B0	Apple	Apple, Inc.
D0:D3:E0	ArubaaHe	Aruba, a Hewlett Packard Enterprise Company
D0:D3:FC	Mios	Mios, Ltd.
D0:D4:12	ADBBroad	ADB Broadband Italia
D0:D4:71	MVTECH	MVTECH co., Ltd
D0:D6:CC	Wintop
D0:D7:83	HuaweiTe	Huawei Technologies Co.,Ltd
D0:D9:4F	IEEERegi	IEEE Registration Authority
D0:D9:4F:00:00:00/28	PerfantT	Perfant Technology Co., Ltd
D0:D9:4F:10:00:00/28	mycable	mycable GmbH
D0:D9:4F:20:00:00/28	TecoImag	Teco Image Systems Co., Ltd.
D0:D9:4F:30:00:00/28	BeijingY	Beijing Yiwangxuntong Technology
D0:D9:4F:40:00:00/28	peikerCE	peiker CEE
D0:D9:4F:50:00:00/28	OptigoNe	Optigo Networks
D0:D9:4F:60:00:00/28	HyundaiA	Hyundai Autohow
D0:D9:4F:70:00:00/28	Mitsubis	Mitsubishi Electric US, Inc.
D0:D9:4F:80:00:00/28	ApptionL	Apption Labs Limited
D0:D9:4F:90:00:00/28	Hangzhou	Hangzhou xiaoben technology co.,Ltd
D0:D9:4F:A0:00:00/28	Shenzhen	Shenzhen FDC Electuonic Co.,Ltd.
D0:D9:4F:B0:00:00/28	MAXSmart	MAX Smart Home, LLC
D0:D9:4F:C0:00:00/28	Arrowave	Arrowave Technologies Limited
D0:D9:4F:D0:00:00/28	Duksanme	Duksanmecasys Co., Ltd.
D0:D9:4F:E0:00:00/28	Appotron	Appotronics Co., Ltd
D0:DB:32	Nokia	Nokia Corporation
D0:DB:B7	Casa	Casa Systems
D0:DD:49	JuniperN	Juniper Networks
D0:DF:9A	LiteonTe	Liteon Technology Corporation
D0:DF:B2	GenieNet	Genie Networks Limited
D0:DF:C7	SamsungE	Samsung Electronics Co.,Ltd
D0:E0:42	Cisco	Cisco Systems, Inc
D0:E1:40	Apple	Apple, Inc.
D0:E3:47	Yoga
D0:E4:0B	Wearable	Wearable Inc.
D0:E4:4A	MurataMa	Murata Manufacturing Co., Ltd.
D0:E5:4D	ARRISGro	ARRIS Group, Inc.
D0:E7:82	AzureWav	AzureWave Technology Inc.
D0:E8:28	RadiantI	Radiant Industries Incorporated
D0:EB:03	Zhehuate	Zhehua technology limited
D0:EB:9E	Seowoo	Seowoo Inc.
D0:EC:35	Cisco	Cisco Systems, Inc
D0:ED:FF	ZfCvcs	Zf Cvcs
D0:EF:C1	HuaweiTe	Huawei Technologies Co.,Ltd
D0:F0:DB	Ericsson
D0:F1:21	XianLINK	Xi'an LINKSCI Technology Co., Ltd
D0:F2:7F	SteadySe	SteadyServ Technoligies, LLC
D0:F3:F5	HuaweiDe	Huawei Device Co., Ltd.
D0:F5:20	KYOCERA	KYOCERA Corporation
D0:F7:3B	HelmutMa	Helmut Mauell GmbH Werk Weida
D0:F8:65	ItelMobi	Itel Mobile Limited
D0:F8:8C	Motorola	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
D0:F9:9B	zte	zte corporation
D0:FA:1D	Qihoo360	Qihoo 360 Technology Co.,Ltd
D0:FC:CC	SamsungE	Samsung Electronics Co.,Ltd
D0:FC:D0	HUMAX	HUMAX Co., Ltd.
D0:FF:50	TexasIns	Texas Instruments
D0:FF:98	HuaweiTe	Huawei Technologies Co.,Ltd
D4:00:0D	PhoenixB	Phoenix Broadband Technologies, LLC.
D4:00:57	MCTechno	MC Technologies GmbH
D4:01:29	Broadcom
D4:01:6D	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
D4:02:4A	Delphian	Delphian Systems LLC
D4:04:CD	ARRISGro	ARRIS Group, Inc.
D4:04:FF	JuniperN	Juniper Networks
D4:05:98	ARRISGro	ARRIS Group, Inc.
D4:05:DE	eero	eero inc.
D4:08:68	BeijingL	Beijing Lanxum Computer Technology CO.,LTD.
D4:0A:A9	ARRISGro	ARRIS Group, Inc.
D4:0B:1A	HTC	HTC Corporation
D4:0B:B9	SolidSem	Solid Semecs bv.
D4:0F:B2	AppliedM	Applied Micro Electronics AME bv
D4:10:90	iNFORM	iNFORM Systems AG
D4:10:CF	Huanshun	Huanshun Network Science and Technology Co., Ltd.
D4:11:A3	SamsungE	Samsung Electronics Co.,Ltd
D4:11:D6	ShotSpot	ShotSpotter, Inc.
D4:12:43	AMPAKTec	AMPAK Technology, Inc.
D4:12:96	AnobitTe	Anobit Technologies Ltd.
D4:12:BB	Quadrant	Quadrant Components Inc. Ltd
D4:13:6F	AsiaPaci	Asia Pacific Brands
D4:13:F8	PeplinkI	Peplink International Ltd.
D4:19:F6	NXPSemic	NXP Semiconductor (Tianjin) LTD.
D4:1A:3F	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
D4:1A:C8	NipponPr	Nippon Printer Engineering
D4:1A:D1	ZyxelCom	Zyxel Communications Corporation
D4:1B:81	Chongqin	Chongqing Fugui Electronics Co.,Ltd.
D4:1C:1C	Rcf	Rcf S.P.A.
D4:1D:71	PaloAlto	Palo Alto Networks
D4:1E:35	TOHOElec	TOHO Electronics INC.
D4:1F:0C	JAIManuf	JAI Manufacturing
D4:20:6D	HTC	HTC Corporation
D4:20:B0	Mist	Mist Systems, Inc.
D4:21:22	Sercomm	Sercomm Corporation.
D4:22:3F	LenovoMo	Lenovo Mobile Communication Technology Ltd.
D4:22:4E	AlcatelL	Alcatel Lucent
D4:22:CD	XsensTec	Xsens Technologies B.V.
D4:24:93	GWTechno	GW Technologies Co.,Ltd
D4:25:8B	IntelCor	Intel Corporate
D4:25:CC	IEEERegi	IEEE Registration Authority
D4:25:CC:00:00:00/28	NordiTel	Nordi Telekommunikatsiooni Oü
D4:25:CC:10:00:00/28	EwareInf	Eware Information Technology com.,Ltd
D4:25:CC:20:00:00/28	MusicLen	MusicLens Inc.
D4:25:CC:30:00:00/28	EISST	EISST Ltd
D4:25:CC:40:00:00/28	Barobo	Barobo, Inc.
D4:25:CC:50:00:00/28	bvktechn	bvk technology
D4:25:CC:60:00:00/28	NanjingL	Nanjing LES Information Technology Co., Ltd
D4:25:CC:70:00:00/28	BlueCats	BlueCats US, LLC
D4:25:CC:80:00:00/28	DolbyLab	Dolby Laboratories, Inc.
D4:25:CC:90:00:00/28	TakumiJa	Takumi Japan Ltd
D4:25:CC:A0:00:00/28	E-MetroT	E-MetroTel
D4:25:CC:B0:00:00/28	Veea
D4:25:CC:C0:00:00/28	POSNETPo	POSNET Polska S.A.
D4:25:CC:D0:00:00/28	Combined	Combined Energy Technologies Pty Ltd
D4:25:CC:E0:00:00/28	Coperion
D4:27:51	Infopia	Infopia Co., Ltd
D4:28:B2	ioBridge	ioBridge, Inc.
D4:28:D5	TCTmobil	TCT mobile ltd
D4:29:EA	Zimory	Zimory GmbH
D4:2C:0F	ARRISGro	ARRIS Group, Inc.
D4:2C:3D	SkyLight	Sky Light Digital Limited
D4:2C:44	Cisco	Cisco Systems, Inc
D4:2C:46	Buffalo	Buffalo.Inc
D4:2D:C5	Panasoni	Panasonic i-PRO Sensing Solutions Co., Ltd.
D4:2F:23	AkenoriP	Akenori PTE Ltd
D4:31:9D	Sinwatec
D4:32:60	GoPro
D4:32:66	Fike	Fike Corporation
D4:35:1D	Technico	Technicolor Delivery Technologies Belgium NV
D4:35:38	BeijingX	Beijing Xiaomi Mobile Software Co., Ltd
D4:35:4A	ALAXALAN	ALAXALA Networks Corporation
D4:36:39	TexasIns	Texas Instruments
D4:36:DB	JiangsuT	Jiangsu Toppower Automotive Electronics Co., Ltd
D4:37:D7	zte	zte corporation
D4:38:9C	Sony	Sony Corporation
D4:39:B8	Ciena	Ciena Corporation
D4:3A:2E	Shenzhen	Shenzhen Mtc Co Ltd
D4:3A:65	IGRSEngi	IGRS Engineering Lab Ltd.
D4:3A:E9	DONGGUAN	DONGGUAN ipt INDUSTRIAL CO., LTD
D4:3B:04	IntelCor	Intel Corporate
D4:3D:39	DialogSe	Dialog Semiconductor
D4:3D:67	CarmaInd	Carma Industries Inc.
D4:3D:7E	Micro-St	Micro-Star Int'l Co, Ltd
D4:3D:F3	ZyxelCom	Zyxel Communications Corporation
D4:3F:CB	ARRISGro	ARRIS Group, Inc.
D4:40:D0	OCOSMOS	OCOSMOS Co., LTD
D4:40:F0	HuaweiTe	Huawei Technologies Co.,Ltd
D4:41:65	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
D4:43:0E	Zhejiang	Zhejiang Dahua Technology Co., Ltd.
D4:43:A8	Changzho	Changzhou Haojie Electric Co., Ltd.
D4:45:E8	JiangxiH	Jiangxi Hongpai Technology Co., Ltd.
D4:46:49	HuaweiTe	Huawei Technologies Co.,Ltd
D4:46:E1	Apple	Apple, Inc.
D4:47:5A	ScreenBe	ScreenBeam, Inc.
D4:48:2D	Shenzhen	Shenzhen Deejoy Lighting Technology Co.,Ltd.
D4:4B:5E	TaiyoYud	Taiyo Yuden Co., Ltd.
D4:4B:B6	Zhejiang	Zhejiang Tmall Technology Co., Ltd.
D4:4C:24	Vuppalam	Vuppalamritha Magnetic Components LTD
D4:4C:9C	Shenzhen	Shenzhen YOOBAO Technology Co.Ltd
D4:4C:A7	Informte	Informtekhnika & Communication, LLC
D4:4D:77	Nokia
D4:4D:A4	MurataMa	Murata Manufacturing Co., Ltd.
D4:4F:67	HuaweiTe	Huawei Technologies Co.,Ltd
D4:4F:68	EideticC	Eidetic Communications Inc
D4:4F:80	KemperDi	Kemper Digital GmbH
D4:50:3F	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
D4:50:7A	CEIVALog	CEIVA Logic, Inc
D4:52:2A	TangoWiF	TangoWiFi.com
D4:52:51	IBTIngen	IBT Ingenieurbureau Broennimann Thun
D4:52:97	nSTREAMS	nSTREAMS Technologies, Inc.
D4:52:EE	SkyUk	Sky Uk Limited
D4:53:83	MurataMa	Murata Manufacturing Co., Ltd.
D4:53:AF	VIGOSyst	VIGO System S.A.
D4:54:8B	IntelCor	Intel Corporate
D4:55:56	FiberMou	Fiber Mountain Inc.
D4:55:BE	Shenzhen	Shenzhen Fast Technologies Co.,Ltd
D4:57:63	Apple	Apple, Inc.
D4:58:00	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
D4:5A:3F	JuniperN	Juniper Networks
D4:5A:B2	Galleon	Galleon Systems
D4:5C:70	Wi-FiAll	Wi-Fi Alliance
D4:5D:42	Nokia	Nokia Corporation
D4:5D:64	ASUSTekC	ASUSTek COMPUTER INC.
D4:5D:DF	Pegatron	Pegatron Corporation
D4:5E:EC	BeijingX	Beijing Xiaomi Electronics Co., Ltd.
D4:5F:25	Shenzhen	Shenzhen YOUHUA Technology Co., Ltd
D4:60:75	BaiduOnl	Baidu Online Network Technology (Beijing) Co., Ltd
D4:60:E3	Sercomm	Sercomm Corporation.
D4:61:2E	HuaweiTe	Huawei Technologies Co.,Ltd
D4:61:32	ProConce	Pro Concept Manufacturer Co.,Ltd.
D4:61:9D	Apple	Apple, Inc.
D4:61:DA	Apple	Apple, Inc.
D4:61:FE	Hangzhou	Hangzhou H3C Technologies Co., Limited
D4:62:EA	HuaweiTe	Huawei Technologies Co.,Ltd
D4:63:C6	Motorola	Motorola Mobility LLC, a Lenovo Company
D4:63:DE	vivoMobi	vivo Mobile Communication Co., Ltd.
D4:63:FE	Arcadyan	Arcadyan Corporation
D4:64:F7	ChengduU	Chengdu Usee Digital Technology Co., Ltd
D4:66:24	Cisco	Cisco Systems, Inc
D4:66:A8	RiedoNet	Riedo Networks Ltd
D4:67:61	XonTelTe	XonTel Technology Co.
D4:67:D3	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
D4:67:E7	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
D4:68:4D	RuckusWi	Ruckus Wireless
D4:68:67	Neoventu	Neoventus Design Group
D4:68:AA	Apple	Apple, Inc.
D4:68:BA	Shenzhen	Shenzhen Sundray Technologies Company Limited
D4:69:A5	Miura	Miura Systems Ltd.
D4:6A:35	Cisco	Cisco Systems, Inc
D4:6A:6A	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
D4:6A:91	SnapAV
D4:6A:A8	HuaweiTe	Huawei Technologies Co.,Ltd
D4:6B:A6	HuaweiTe	Huawei Technologies Co.,Ltd
D4:6C:6D	ARRISGro	ARRIS Group, Inc.
D4:6C:BF	Goodrich	Goodrich ISR
D4:6C:DA	CSM	CSM GmbH
D4:6D:50	Cisco	Cisco Systems, Inc
D4:6D:6D	IntelCor	Intel Corporate
D4:6E:0E	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
D4:6E:5C	HuaweiTe	Huawei Technologies Co.,Ltd
D4:6F:42	WAXESSUS	WAXESS USA Inc
D4:72:08	Bragi	Bragi GmbH
D4:72:26	zte	zte corporation
D4:73:50	DBGCommn	DBG Commnunications Technology Co., Ltd.
D4:74:15	HuaweiDe	Huawei Device Co., Ltd.
D4:74:1B	BeijingH	Beijing HuaDa ZhiBao Electronic System Co.,Ltd.
D4:76:A0	Fortinet	Fortinet, Inc.
D4:76:EA	zte	zte corporation
D4:77:2B	NanjingZ	Nanjing Ztlink Network Technology Co.,Ltd
D4:77:98	Cisco	Cisco Systems, Inc
D4:77:B2	NetixGlo	Netix Global B.V.
D4:78:56	Avaya	Avaya Inc
D4:78:9B	Cisco	Cisco Systems, Inc
D4:79:54	HuaweiDe	Huawei Device Co., Ltd.
D4:79:C3	Camerone	Cameronet GmbH & Co. KG
D4:7A:E2	SamsungE	Samsung Electronics Co.,Ltd
D4:7B:35	NEOMonit	NEO Monitors AS
D4:7B:75	HARTINGE	HARTING Electronics GmbH
D4:7B:B0	AskeyCom	Askey Computer Corp
D4:7C:44	IEEERegi	IEEE Registration Authority
D4:7C:44:00:00:00/28	Exafore	Exafore Oy
D4:7C:44:10:00:00/28	InnovizT	Innoviz Technologies LTD
D4:7C:44:20:00:00/28	YunDingN	YunDing Network Technology (Beijing) Co., Ltd
D4:7C:44:30:00:00/28	OmronSen	Omron Sentech Co., Ltd.
D4:7C:44:40:00:00/28	SammiOnf	Sammi Onformation Systems
D4:7C:44:50:00:00/28	LSCommun	LS Communication Co.,Ltd.
D4:7C:44:60:00:00/28	ASDAICT	ASDA ICT Co., Ltd.
D4:7C:44:70:00:00/28	PongeeIn	Pongee Industries Co., Ltd.
D4:7C:44:80:00:00/28	BeijingM	Beijing Maystar Information Technology Co., Ltd.
D4:7C:44:90:00:00/28	SuzhouWa	Suzhou Wan Dian Zhang Network Technology Co., Ltd
D4:7C:44:A0:00:00/28	Tendzone	Tendzone International Pte Ltd
D4:7C:44:B0:00:00/28	OPTiM	OPTiM Corporation
D4:7C:44:C0:00:00/28	StriveOr	Strive Orthopedics Inc
D4:7C:44:D0:00:00/28	HuaqinTe	Huaqin Telecom Technology Co.,Ltd.
D4:7C:44:E0:00:00/28	Shenzhen	Shenzhen Anysec Technology Co. Ltd
D4:7D:FC	TecnoMob	Tecno Mobile Limited
D4:7E:E4	ChinaMob	China Mobile IOT Company Limited
D4:81:CA	iDevices	iDevices, LLC
D4:81:D7	Dell	Dell Inc.
D4:82:3E	ArgosyTe	Argosy Technologies, Ltd.
D4:83:04	Shenzhen	Shenzhen Fast Technologies Co.,Ltd
D4:84:57	GDMideaA	GD Midea Air-Conditioning Equipment Co.,Ltd.
D4:85:64	HewlettP	Hewlett Packard
D4:86:60	Arcadyan	Arcadyan Corporation
D4:87:D8	SamsungE	Samsung Electronics Co.,Ltd
D4:88:3F	Hdpro	Hdpro Co., Ltd.
D4:88:66	HuaweiTe	Huawei Technologies Co.,Ltd
D4:88:90	SamsungE	Samsung Electronics Co.,Ltd
D4:8A:39	SamsungE	Samsung Electronics Co.,Ltd
D4:8A:3B	HunanFn-	Hunan Fn-Link Technology Limited
D4:8C:B5	Cisco	Cisco Systems, Inc
D4:8D:D9	MeldTech	Meld Technology, Inc
D4:8F:33	Microsof	Microsoft Corporation
D4:8F:A2	HuaweiDe	Huawei Device Co., Ltd.
D4:8F:AA	SogecamI	Sogecam Industrial, S.A.
D4:90:9C	Apple	Apple, Inc.
D4:90:E0	TopconEl	Topcon Electronics GmbH & Co. KG
D4:91:0F	AmazonTe	Amazon Technologies Inc.
D4:91:AF	Electroa	Electroacustica General Iberica, S.A.
D4:92:34	NEC	NEC Corporation
D4:93:90	Clevo	Clevo Co.
D4:93:98	Nokia	Nokia Corporation
D4:93:A0	Fidelix	Fidelix Oy
D4:94:00	HuaweiTe	Huawei Technologies Co.,Ltd
D4:94:5A	Cosmo	Cosmo Co., Ltd
D4:94:A1	TexasIns	Texas Instruments
D4:94:E8	HuaweiTe	Huawei Technologies Co.,Ltd
D4:94:FB	Continen	Continental Automotive Systems Inc.
D4:95:24	CloverNe	Clover Network, Inc.
D4:96:DF	SungjinC	Sungjin C&T Co.,Ltd
D4:97:0B	XiaomiCo	Xiaomi Communications Co Ltd
D4:9A:20	Apple	Apple, Inc.
D4:9A:A0	VnptTech	Vnpt Technology
D4:9B:5C	Chongqin	Chongqing Miedu Technology Co., Ltd.
D4:9B:74	KineticT	Kinetic Technologies
D4:9C:28	JayBird	JayBird LLC
